dose,cv_iiv,AUC_E,Cmax,herg_rate,caco_rate,composite_score,constraints_met,efficacy_score,safety_score
81.57894736842105,0.475,13.161161431512834,8.13701464901766,1.0,1.0,-9.473553542739486,False,0.8774107621008557,0.0
81.57894736842105,0.5,13.161161431512834,8.13701464901766,1.0,1.0,-9.473553542739486,False,0.8774107621008557,0.0
89.47368421052632,0.15,14.368306318131474,8.924467679567757,0.6916257659819951,0.8910880084865348,-9.341810502168448,False,0.9578870878754315,0.2086431127657351
89.47368421052632,0.175,14.368306318131474,8.924467679567757,0.7356138205303748,0.9189882471307136,-9.356188160806958,False,0.9578870878754315,0.1726989661694558
89.47368421052632,0.19999999999999998,14.368306318131474,8.924467679567757,0.7759730868666684,0.9438616630616441,-9.369234697260403,False,0.9578870878754315,0.1400826250358438
89.47368421052632,0.22499999999999998,14.368306318131474,8.924467679567757,0.8134065548089834,0.9663597908564223,-9.381221016407823,False,0.9578870878754315,0.1101168271672972
89.47368421052632,0.25,14.368306318131474,8.924467679567757,0.8484195435807081,0.9869390870718326,-9.392339473405249,False,0.9578870878754315,0.08232068467372966
89.47368421052632,0.27499999999999997,14.368306318131474,8.924467679567757,0.8813892273733309,1.0,-9.401545592749407,False,0.9578870878754315,0.059305386313334596
89.47368421052632,0.3,14.368306318131474,8.924467679567757,0.912605669507605,1.0,-9.407788881176263,False,0.9578870878754315,0.04369716524619749
89.47368421052632,0.32499999999999996,14.368306318131474,8.924467679567757,0.9422974264021489,1.0,-9.413727232555171,False,0.9578870878754315,0.02885128679892557
89.47368421052632,0.35,14.368306318131474,8.924467679567757,0.9706482554637016,1.0,-9.419397398367481,False,0.9578870878754315,0.01467587226814926
